0.0000000000,0.0000000000
0.3870955937,0.0015898540
0.7232610763,0.0011756057
0.9999995000,0.0009997013
1.5233955065,0.0008100333

0.0000000000,0.0000000000
0.3870855835,0.0031796805
0.7232582089,0.0023512083
0.9999979999,0.0019994015
1.5233948601,0.0016200663

0.0000000000,0.0000000000
0.3870689000,0.0047694523
0.7232534298,0.0035268047
0.9999954999,0.0029990998
1.5233937828,0.0024300989

0.0000000001,0.0000000000
0.3870455435,0.0063591418
0.7232467392,0.0047023917
0.9999919998,0.0039987950
1.5233922746,0.0032401309

0.0000000001,0.0000000000
0.3870155143,0.0079487217
0.7232381370,0.0058779664
0.9999874996,0.0049984863
1.5233903355,0.0040501618

0.0000000002,0.0000000000
0.3869788130,0.0095381646
0.7232276233,0.0070535255
0.9999819995,0.0059981725
1.5233879655,0.0048601917

0.0000000002,0.0000000000
0.3869354401,0.0111274430
0.7232151981,0.0082290659
0.9999754993,0.0069978528
1.5233851646,0.0056702202

0.0000000003,0.0000000000
0.3868853963,0.0127165295
0.7232008613,0.0094045846
0.9999679992,0.0079975261
1.5233819327,0.0064802470

0.0000000004,0.0000000000
0.3868286825,0.0143053969
0.7231846131,0.0105800785
0.9999594990,0.0089971913
1.5233782700,0.0072902721

0.0000000004,0.0000000000
0.3867652995,0.0158940176
0.7231664535,0.0117555444
0.9999499989,0.0099968476
1.5233741763,0.0081002951

0.0000000005,0.0000000000
0.3866952484,0.0174823643
0.7231463826,0.0129309792
0.9999394987,0.0109964939
1.5233696518,0.0089103157

0.0000000006,0.0000000000
0.3866185303,0.0190704095
0.7231244003,0.0141063798
0.9999279986,0.0119961291
1.5233646963,0.0097203339

0.0000000008,0.0000000000
0.3865351465,0.0206581260
0.7231005068,0.0152817432
0.9999154985,0.0129957524
1.5233593099,0.0105303493

0.0000000009,0.0000000000
0.3864450982,0.0222454863
0.7230747020,0.0164570661
0.9999019985,0.0139953627
1.5233534926,0.0113403618

0.0000000010,0.0000000000
0.3863483869,0.0238324630
0.7230469862,0.0176323456
0.9998874986,0.0149949590
1.5233472445,0.0121503710

0.0000000011,0.0000000000
0.3862450143,0.0254190288
0.7230173593,0.0188075784
0.9998719987,0.0159945403
1.5233405654,0.0129603768

0.0000000013,0.0000000000
0.3861349819,0.0270051563
0.7229858215,0.0199827616
0.9998554990,0.0169941056
1.5233334554,0.0137703789

0.0000000014,0.0000000000
0.3860182916,0.0285908182
0.7229523728,0.0211578919
0.9998379993,0.0179936539
1.5233259146,0.0145803771

0.0000000016,0.0000000000
0.3858949451,0.0301759871
0.7229170133,0.0223329663
0.9998194998,0.0189931842
1.5233179428,0.0153903712

0.0000000018,0.0000000000
0.3857649446,0.0317606357
0.7228797430,0.0235079817
0.9998000004,0.0199926955
1.5233095401,0.0162003610

0.0000000020,0.0000000000
0.3856282921,0.0333447365
0.7228405622,0.0246829349
0.9997795012,0.0209921869
1.5233007066,0.0170103462

0.0000000022,0.0000000000
0.3854849899,0.0349282624
0.7227994709,0.0258578229
0.9997580022,0.0219916572
1.5232914422,0.0178203265

0.0000000024,0.0000000000
0.3853350401,0.0365111860
0.7227564692,0.0270326426
0.9997355034,0.0229911055
1.5232817469,0.0186303018

0.0000000026,0.0000000000
0.3851784453,0.0380934799
0.7227115572,0.0282073908
0.9997120048,0.0239905309
1.5232716207,0.0194402719

0.0000000028,0.0000000000
0.3850152080,0.0396751169
0.7226647350,0.0293820644
0.9996875065,0.0249899323
1.5232610636,0.0202502365

0.0000000030,0.0000000000
0.3848453307,0.0412560697
0.7226160028,0.0305566604
0.9996620084,0.0259893086
1.5232500757,0.0210601953

0.0000000033,0.0000000000
0.3846688163,0.0428363109
0.7225653607,0.0317311756
0.9996355107,0.0269886590
1.5232386568,0.0218701481

0.0000000035,0.0000000001
0.3844856676,0.0444158133
0.7225128088,0.0329056070
0.9996080133,0.0279879824
1.5232268072,0.0226800948

0.0000000038,0.0000000001
0.3842958876,0.0459945497
0.7224583473,0.0340799514
0.9995795163,0.0289872778
1.5232145266,0.0234900351

0.0000000040,0.0000000001
0.3840994793,0.0475724928
0.7224019763,0.0352542057
0.9995500196,0.0299865442
1.5232018152,0.0242999687

0.0000000043,0.0000000001
0.3838964458,0.0491496153
0.7223436960,0.0364283668
0.9995195234,0.0309857807
1.5231886729,0.0251098955

0.0000000046,0.0000000001
0.3836867906,0.0507258901
0.7222835065,0.0376024316
0.9994880276,0.0319849861
1.5231750998,0.0259198151

0.0000000049,0.0000000001
0.3834705168,0.0523012898
0.7222214079,0.0387763971
0.9994555323,0.0329841596
1.5231610958,0.0267297274

0.0000000052,0.0000000001
0.3832476281,0.0538757873
0.7221574005,0.0399502600
0.9994220375,0.0339833001
1.5231466610,0.0275396322

0.0000000055,0.0000000001
0.3830181281,0.0554493554
0.7220914843,0.0411240174
0.9993875432,0.0349824066
1.5231317953,0.0283495292

0.0000000058,0.0000000001
0.3827820204,0.0570219669
0.7220236597,0.0422976661
0.9993520496,0.0359814781
1.5231164988,0.0291594181

0.0000000061,0.0000000001
0.3825393088,0.0585935946
0.7219539267,0.0434712029
